id,topic,argument,source_title,source_url
1348,We should adopt socialism,"Milton Friedman, an economist, argued that socialism, by which he meant state ownership over the means of production, impedes technological progress due to competition being stifled.",Criticisms of socialism,https://en.wikipedia.org/wiki/Criticisms_of_socialism
1349,We should adopt socialism,"In a similar vein, Pierre-Joseph Proudhon claimed that socialism is ""every aspiration towards the amelioration of society"" [REF].",Types of socialism,https://en.wikipedia.org/wiki/Types_of_socialism
1350,We should adopt socialism,"Under U Nu and the AFPFL-led coalition government, Burma had implemented socialist economic and welfare policies, which yielded slow economic growth throughout the 1950s [REF].",Burmese Way to Socialism,https://en.wikipedia.org/wiki/Burmese_Way_to_Socialism
1351,We should adopt socialism,"During these years, Mujib developed an affinity for socialism as the ideal solution to mass poverty, unemployment and poor living conditions.",Sheikh Mujibur Rahman,https://en.wikipedia.org/wiki/Sheikh_Mujibur_Rahman
1352,Holocaust denial should be a criminal offence,"In Romania, Emergency Ordinance No. 31 of March 13, 2002 prohibits Holocaust denial.",Laws against Holocaust denial,https://en.wikipedia.org/wiki/Laws_against_Holocaust_denial
1353,Holocaust denial should be a criminal offence,"János Kis[REF] and TASZ,[REF] in particular András Schiffer[REF] feel the work of Holocaust deniers should be protected by a universal right to free speech.",Laws against Holocaust denial,https://en.wikipedia.org/wiki/Laws_against_Holocaust_denial
1354,Holocaust denial should be a criminal offence,"The Anti-Defamation League has stated that ""Holocaust denial is a contemporary form of the classic anti-Semitic doctrine of the evil, manipulative and threatening world Jewish conspiracy""[REF] and French historian Valérie Igounet has written that ""Holocaust denial is a convenient polemical substitute for anti-semitism.""[REF]",Holocaust denial,https://en.wikipedia.org/wiki/Holocaust_denial
1355,Holocaust denial should be a criminal offence,"The American Historical Association, the oldest and largest society of historians and teachers of history in the United States, states that Holocaust denial is ""at best, a form of academic fraud.""[REF]",Holocaust denial,https://en.wikipedia.org/wiki/Holocaust_denial
1356,Holocaust denial should be a criminal offence,All six political parties in the German parliament signed a joint resolution condemning this Holocaust denial [REF].,Holocaust denial,https://en.wikipedia.org/wiki/Holocaust_denial
1357,Holocaust denial should be a criminal offence,"The European Union's executive Commission proposed a European Union-wide anti-racism xenophobia law in 2001, which included the criminalization of Holocaust denial.",Laws against Holocaust denial,https://en.wikipedia.org/wiki/Laws_against_Holocaust_denial
1358,Holocaust denial should be a criminal offence,"Besides Austria, eleven other countries[REF]-including Belgium, France, Germany, Lithuania, Poland, and Switzerland-have criminalised Holocaust denial as punishable with imprisonment [REF].",Historical revisionism (negationism),https://en.wikipedia.org/wiki/Historical_revisionism_(negationism)
1359,We should introduce a flat tax,"Fisher supports a flat tax,[REF] small businesses (""many of which started in our communities""), gun rights (""which [have] often made a difference in the African-American community's security""), and expanded education options [REF].",Ada Fisher,https://en.wikipedia.org/wiki/Ada_Fisher
1360,We should introduce a flat tax,The current government introduced a flat tax system with the intention of making the country more attractive to foreign investment.,Republic of Macedonia,https://en.wikipedia.org/wiki/Republic_of_Macedonia
1361,We should introduce a flat tax,"The New Party favours small government with a flat-tax regime and measures to increase individual freedom and self-reliance, as well as deregulation of business and industry.","The New Party (UK, 2003)","https://en.wikipedia.org/wiki/The_New_Party_(UK,_2003)"
1362,We should introduce a flat tax,Perry put forward a flat tax proposal that would allow taxpayers to choose either their tax rate under existing law or a flat 20% rate.,"Rick Perry presidential campaign, 2012","https://en.wikipedia.org/wiki/Rick_Perry_presidential_campaign,_2012"
1363,We should introduce a flat tax,"Concerning tax policy, the NFU is in favor of a more progressive tax structure and are opposed to a flat tax [REF].",National Farmers Union (United States),https://en.wikipedia.org/wiki/National_Farmers_Union_(United_States)
1364,We should introduce a flat tax,"Scorsone supported abortion rights, called a flat tax ""too regressive"", and favored national educational testing and standards [REF].",Ernie Fletcher,https://en.wikipedia.org/wiki/Ernie_Fletcher
1365,We should introduce a flat tax,"Later that week, in accepting Forbes' endorsement of his own presidential candidacy, Giuliani said that ""a flat tax would make a lot of sense"" [REF].",Political positions of Rudy Giuliani,https://en.wikipedia.org/wiki/Political_positions_of_Rudy_Giuliani
1366,We should introduce a flat tax,"In 2001, Putin, who has advocated liberal economic policies, introduced flat tax rate of 13%;[REF][REF] the corporate rate of tax was also reduced from 35 percent to 24 percent;[REF] Small businesses also get better treatment.",Vladimir Putin,https://en.wikipedia.org/wiki/Vladimir_Putin
1367,We should introduce a flat tax,"Whilst in some countries the introduction of a flat tax has coincided with strong increases in growth and tax revenue, some argue that there is no proven causal link between the two.",Flat tax,https://en.wikipedia.org/wiki/Flat_tax
1368,We should introduce a flat tax,"During his presidency, Putin passed into law a flat income tax of 13%, a reduced profits tax, and new land and legal codes [REF].",Vladimir Putin,https://en.wikipedia.org/wiki/Vladimir_Putin
1369,We should introduce a flat tax,Jutta Urpilainen reiterated her claim that the incumbent government was furthering the establishment of a flat tax.,"Finnish parliamentary election, 2011","https://en.wikipedia.org/wiki/Finnish_parliamentary_election,_2011"
1370,We should introduce a flat tax,"Schmidt called for additional changes to the Internal Revenue Code, such as adopting a flat tax and repealing the estate and capital gains taxes.",Jean Schmidt,https://en.wikipedia.org/wiki/Jean_Schmidt
